@type|@id|@lat|@lon|addr:city|addr:housenumber|addr:postcode|addr:street|email|contact:email|fax|name|full_name|short_name|alt_name|phone|contact:phone|website
way|267528782|49.5503382|22.2010371|Sanok|39|38-500|Jezierskiego|psse.sanok@pis.gov.pl||+48 13 464 12 19|Powiatowa Stacja Sanitarno-Epidemiologiczna Sanok||PSSES|Sanepid|+48 13 464 12 19||https://www.gov.pl/web/psse-sanok
way|271243383|51.7597777|18.0838620|Kalisz|6|62-800|Tadeusza Kościuszki||||Powiatowa Stacja Sanitarno-Epidemiologiczna||||||
way|289514896|49.8855688|19.4936765|Wadowice|2|34-100|Teatralna|psse.wadowice@pis.gov.pl||+48 33 823 35 11|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Wadowicach|PSSE w Wadowicach|Sanepid w Wadowicach|+48 33 823 37 66||https://www.gov.pl/web/psse-wadowice
way|290366790|52.0518530|15.0885231|Krosno Odrzańskie|24|66-600|Nadodrzańska||||Powiatowa Stacja Sanitarno-Epidemiologiczna||||||
way|292555061|50.4933460|19.4173538|Zawiercie|15|42-400|11 Listopada|psse.zawiercie@pis.gov.pl||+48 32 672 12 10|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Zawierciu|PSSE w Zawierciu|Sanepid w Zawierciu|+48 32 672 12 10||www.gov.pl/psse-zawiercie
way|295507738|51.8971851|17.7821643|Pleszew|30|63-300|Poznańska|psse.pleszew@pis.gov.pl|||Powiatowa Stacja Sanitarno-Epidemiologiczna w Pleszewie||||+48625081330||http://www.psse-pleszew.pl/
way|299654832|50.1284721|18.9698437||||||||Powiatowa Stacja Sanitarno - Epidemiologiczna||||||https://pssetychy.pis.gov.pl
way|300052245|51.1502215|23.4574937|Chełm|48|22-100|Szpitalna|psse.chelm@pis.gov.pl||+48 82 565 30 13|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Chełmie|PSSE w Chełmie|Sanepid w Chełmie|+48 82 565 34 21||www.gov.pl/web/psse-chelm
way|300354971|52.2327153|19.3643922|Kutno|14||Tadeusza Kościuszki|psse.kutno@pis.gov.pl|||Powiatowa Stacja Sanitarno-Epidemiologiczna w Kutnie||||+48 024 355 71 100||http://www.pis.lodz.pl/kutno/
way|301268298|53.1116452|20.3849715|Mława|6|06-500|Plac 1 Maja||||Powiatowa Stacja Sanitarno - Epidemiologiczna||||||
way|303617131|51.6488818|17.8191586|Ostrów Wielkopolski|3|63-400||psse.ostrowwlkp@pis.gov.pl||+48 62 737 89 20|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Ostrowie Wielkopolskim|PSSE w Ostrowie Wielkopolskim|Sanepid w Ostrowie Wielkopolskim|+48 62 737 89 00||http://www.psse-ostrow.pl/
way|311527664|52.1067875|20.6180442|Grodzisk Mazowiecki|10|05-825|Franciszka Żwirki i Stanisława Wigury|grodzisk@psse.waw.pl|||Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Grodzisku Mazowieckim|PSSE w Grodzisku Mazowieckim|Sanepid w Grodzisku Mazowieckim|+48 22 755 57 76||www.grodzisk.psse.waw.pl
way|312216360|53.9689529|18.5329058|Starogard Gdański|5|83-200|Kanałowa|psse.starogardgdanski@pis.gov.pl||+48 58 562 40 11|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Starogardzie Gdańskim|PSSE w Starogardzie Gdańskim|Sanepid w Starogardzie Gdańskim|+48 58 562 40 12||http://www.psse-starogard.pl/
way|337542608|50.9206038|22.2162386|Kraśnik|36|23-200|Tadeusza Kościuszki|psse.krasnik@pis.gov.pl||+48 81 884 36 73|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Kraśniku|PSSE w Kraśniku|Sanepid w Kraśniku|+48 81 884 36 73||www.gov.pl/web/psse-krasnik
way|348785815|49.3033182|19.9609705|Zakopane|19a|34-500|Chramcówki|zakopane@psse.malopolska.pl||+48 18 206 84 10|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Zakopanem|PSSE w Zakopanem|Sanepid w Zakopanem|+48 18 206 86 97||https://www.gov.pl/web/psse-zakopane
way|351807362|51.1502146|18.9886578|Pajęczno|7|98-330|Stefana Żeromskiego|pajeczno@pis.lodz.pl||+48 34 311 39 27|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Pajęcznie|PSSE w Pajęcznie|Sanepid w Pajęcznie|+48 34 311 34 95||www.gov.pl/web/psse-pajeczno
way|352409436|50.8559703|20.5542825|Kielce|4|25-819|Leona Skibińskiego|psse.kielce@pis.gov.pl||+48 41 345 46 23|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Kielcach|PSSE w Kielcach|Sanepid w Kielcach|+48 22 250 01 15||www.gov.pl/web/psse-kielce
way|357273773|50.3582252|20.0366522|Miechów|6a|32-200|Marii Konopnickiej|miechow@psse.malopolska.pl||+48 41 383 11 59|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Miechowie|PSSE w Miechowie|Sanepid w Miechowie|+48 41 389 04 50||https://www.gov.pl/web/psse-miechow
way|358717766|51.1506789|21.9706049|Opole Lubelskie|1|24-300|Puławska|psse.opolelubelskie@pis.gov.pl||+48 81 827 20 41|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Opolu Lubelskim|PSSE w Opolu Lubelskim|Sanepid w Opolu Lubelskim|+48 81 470 84 39||www.gov.pl/web/psse-opole-lubelskie
way|359652313|52.0572385|20.4503683|Żyrardów|40|96-300|Stanisława Moniuszki|zyrardow@psse.waw.pl||+48 46 855 38 13|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Żyrardowie|PSSE w Żyrardowie|Sanepid w Żyrardowie|+48 46 855 38 13||https://www.gov.pl/web/psse-zyrardow
way|361798986|50.9815337|23.1703318|Krasnystaw|3A|22-300|Sikorskiego|psse.krasnystaw@pis.gov.pl||+48 82 576 28 32|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Krasnymstawie|PSSE w Krasnymstawie|Sanepid w Krasnymstawie|+48 82 576 28 32||https://www.gov.pl/web/psse-krasnystaw
way|362896046|53.5635083|14.8331550|Goleniów|36|72-100|Pocztowa|psse.goleniow@pis.gov.pl||+48 91 418 31 95|Powiatowa Stacja Sanitarno-Epidemiologiczna||Sanepid||+48 91 418 23 22||https://www.gov.pl/web/psse-goleniow
way|363606345|52.3387827|21.2417077|Wołomin|76|05-200|Legionów|wolomin@psse.waw.pl||+48 22 776 38 33|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Wołominie|PSSE w Wołominie|Sanepid w Wołominie|+48 22 776 38 33||www.wolomin.psse.waw.pl
way|365479890|51.7842652|22.6194348|Radzyń Podlaski|5|21-300|Pocztowa|psse.radzynpodlaski@pis.gov.pl||+48 83 352 74 16|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Radzyniu Podlaskim|PSSE w Radzyniu Podlaskim|Sanepid w Radzyniu Podlaskim|+48 83 352 74 16||https://www.gov.pl/web/psse-radzyn-podlaski
way|366093411|50.9352937|21.3832860|Ostrowiec Świętokrzyski|3|27-400|Smolna|sekretariat.psse.ostrowiec@sanepid.gov.pl||+48 41 247 96 97|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Ostrowcu-Świętokrzyskim|PSSE w Ostrowcu-Świętokrzyskim|Sanepid w Ostrowcu-Świętokrzyskim|+48 41 247 96 95||https://www.gov.pl/web/psse-ostrowiec-swietokrzyski/dane-kontaktowe
way|366769047|51.8457875|16.5882968|Leszno|66|64-100|Niepodległości||||Powiatowa Stacja Sanitarno-Epidemiologiczna||||||
way|367020314|50.8065837|23.8891416|Hrubieszów|6|22-500|27 Wołyńskiej Dywizji Piechoty AK|psse.hrubieszow@pis.gov.pl||+48 84 696 50 10|Powiatowa Stacja Sanitarno Epidemiologiczna|Powiatowa Stacja Sanitarno Epidemiologiczna w Hrubieszowie|PSSE w Hrubieszowie|Sanepid w Hrubieszowie|+48 84 696 50 10||https://www.gov.pl/web/psse-hrubieszow
way|373351424|50.4476528|23.4166620|Tomaszów Lubelski|51|22-600|Lwowska|psse.tomaszowlubelski@pis.gov.pl||+48 84 664 23 61|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Tomaszowie Lubelskim|PSSE w Tomaszowie Lubelskim|Sanepid w Tomaszowie Lubelskim|+48 84 664 44 78||https://www.gov.pl/web/psse-tomaszow-lubelski
way|394446127|51.1117801|15.5790886|Lwówek Śląski|6|59-601|Partyzantów||||Powiatowa Stacja Sanitarno-Epidemiologiczna w Lwówku Śląskim||||||
way|396984996|50.7813289|16.0291939|Kamienna Góra|5|58-400|Henryka Sienkiewicza|psse.kamiennagora@pis.gov.pl||+48 75 645 01 41|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Kamiennej Górze|PSSE w Kamiennej Górze|Sanepid w Kamiennej Górze|+48 75 645 01 40||https://www.gov.pl/web/psse-kamienna-gora
way|405609246|49.7472794|21.4716711|Jasło|13|38-200|Antoniego Koralewskiego|psse.jaslo@pis.gov.pl||+48 13 446 34 66|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Jaśle|PSSE w Jaśle|Sanepid|+48 13 446 30 08||https://www.gov.pl/web/psse-jaslo
way|423654052|52.2269868|20.2372875|Sochaczew|18|96-500|Romualda Traugutta|sochaczew@psse.waw.pl||+48 46 862 22 66|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Sochaczewie|PSSE w Sochaczewie|Sanepid w Sochaczewie|+48 46 862 22 66||http://www.sochaczew.psse.waw.pl/
way|425762150|50.8994066|18.9355679||||||||Powiatowa Stacja Sanitarno- Epidemiologiczna w Kłobucku||||+48 343172260||
way|427376449|50.2036181|17.8284563|Głubczyce|1b|48-100|Grunwaldzka|psse.glubczyce@pis.gov.pl||+48 77 471 07 18|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Głubczycach|PSSE w Głubczycach|Sanepid w Głubczycach|+48 77 471 07 17||www.psseglubczyce.pis.gov.pl
way|438894300|52.0804917|21.0672474|Chylice|7|05-510|Dworska|piaseczno@psse.waw.pl||+48 22 756 46 20|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Piasecznie z siedzibą w Chylicach|PSSEP w Chylicach|Sanepid w Chylicach|+48 22 756 43 33||www.piaseczno.psse.waw.pl
way|439243691|51.9289879|22.3800702|Łuków|4|21-400|Spółdzielcza|psse.lukow@pis.gov.pl||+48 25 798 71 78|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Łukowie|PSSE w Łukowie|Sanepid w Łukowie|+48 25 798 21 96||www.gov.pl/web/psse-lukow
way|449027980|51.5901083|19.1471205|Łask|38|98-100|Warszawska|psse.lask@pis.gov.pl||+48 43 676 34 16|Powiatowa Stacja Sanitarno - Epidemiologiczna Województwa Łódzkiego||||+48 43 675 22 94||http://www.pis.lodz.pl/lask/
way|550429920|50.5707377|22.0484351|Stalowa Wola|66|37-450|Niezłomnych|psse.stalowawola@pis.gov.pl||+48 15 842 11 81|Powiatowa Stacja Sanitarno-Epidemiologiczna Stalowa Wola||PSSESW|Sanepid|+48 15 842 51 30||https://www.gov.pl/web/psse-stalowa-wola
way|556552821|52.1085393|21.2770078|Otwock|1|05-400|Jana Kilińskiego|otwock@psse.waw.pl||+48 22 779 48 33|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Otwocku|PSSE w Otwocku|Sanepid w Otwocku|+48 22 779 48 33||http://otwock.psse.waw.pl/
way|783281162|54.5213088|18.5336318||||||||Powiatowa Stacja Sanitarno-Epidemiologiczna w Gdyni||||+48 58 620 17 98||https://psse.gdynia.pl/
way|865957350|53.6258577|21.8125596|Pisz|5|12-200|Warszawska||||Powiatowa Stacja Sanitarno-Epidemiologiczna||||||
way|1081138968|51.4500527|22.6124482|Lubartów|103|21-100|Lubelska|psse.lubartow@pis.gov.pl||+48 81 855 24 43|Powiatowa Stacja Sanitarno-Epidemiologiczna|Powiatowa Stacja Sanitarno-Epidemiologiczna w Lubartowie|PSSE w Lubartowie|Sanepid w Lubartowie|+48 81 855 22 07||https://www.gov.pl/web/psse-lubartow
way|1097966669|51.1089336|17.0661152||||||||Wojewódzka Stacja Sanitarno-Epidemiologiczna||Sanepid||||http://www.wsse.wroc.pl
