government,official_name,name,addr:postcode,addr:city,addr:place,addr:street,addr:housenumber,phone,fax,email,website
tax,Urząd Skarbowy w Zamościu,Urząd Skarbowy,22-400,Zamość,,Jana Kilińskiego,82,+48 84 677 63 00,+48 84 638 32 23,sekretariat.us.zamosc@mf.gov.pl,www.lubelskie.kas.gov.pl/urzad-skarbowy-w-zamosciu
tax,Urząd Skarbowy w Łęcznej,Urząd Skarbowy,21-010,Łęczna,,Aleja Jana Pawła II,95,+48 81 524 69 50,+48 81 752 36 26,sekretariat.us.leczna@mf.gov.pl,www.lubelskie.kas.gov.pl/urzad-skarbowy-w-lecznej
tax,Urząd Skarbowy w Rykach,Urząd Skarbowy,08-500,Ryki,,Leona Wyczółkowskiego,10A,,+48 81 865 44 30,sekretariat.us.ryki@mf.gov.pl,www.lubelskie.kas.gov.pl/urzad-skarbowy-w-rykach
tax,Lubelski Urząd Skarbowy w Lublinie,Lubelski Urząd Skarbowy,20-601,Lublin,,Tomasza Zana,38,+48 81 826 23 00,+48 81 826 23 01,sekretariat.lus.lublin@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-skarbowy-w-lublinie
customs,Lubelski Urząd Celno-Skarbowy w Białej Podlaskiej,Lubelski Urząd Celno-Skarbowy,21-500,Biała Podlaska,,Celników Polskich,21,+48 83 344 98 33,+48 83 342 76 73,lubelski.ucs@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
tax,Delegatura UCS w Białej Podlaskiej,Delegatura UCS,21-500,Biała Podlaska,,Celników Polskich,23,,+48 83 342 76 79,sekretariat.ucs.301000@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
customs,Oddział Celny w Białej Podlaskiej,Oddział Celny,21-500,Biała Podlaska,,Celników Polskich,23,,,sekretariat.oc.301010@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
customs,Oddział Celny w Małaszewiczach,Oddział Celny,21-540,Małaszewicze,,"Słoneczna , Kobylany",152,+48 83 376 12 40,+48 83 376 12 54,sekretariat.oc.301020@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
customs,Oddział Celny w Koroszczynie,Oddział Celny,21-550,Koroszczyn,,Terminal Samochodowy w Koroszczynie,-,+48 83 376 40 00,+48 83 376 41 44,sekretariat.oc.301040@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
customs,Oddział Celny w Terespolu,Oddział Celny,21-550,Terespol,,Męczenników Unickich,1,,+48 83 341 43 69,sekretariat.oc.301050@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
customs,Oddział Celny Drogowy w Terespolu,Oddział Celny Drogowy,21-550,Terespol,,Drogowe przejście graniczne w Terespolu,-,,+48 83 353 44 52,sekretariat.oc.301060@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
customs,Oddział Celny w Sławatyczach,Oddział Celny,21-515,Sławatycze,,Drogowe przejście graniczne w Sławatyczach,-,,+48 83 341 45 05,sekretariat.oc.301070@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
tax,Delegatura UCS w Lublinie,Delegatura UCS,20-468,Lublin,,Energetyków,20-22,+48 81 748 42 30,+48 81 748 43 24,sekretariat.ucs.302000@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
customs,Oddział Celny w Lublinie,Oddział Celny,20-468,Lublin,,Energetyków,20-22,+48 81 748 42 74,+48 81 748 43 19,sekretariat.oc.302010@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
customs,Oddział Celny w Puławach,Oddział Celny,24-100,Puławy,,Dęblińska,2,,,sekretariat.oc.302020@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
customs,Oddział Celny w Chełmie,Oddział Celny,22-100,Chełm,,Hutnicza,21,,+48 82 560 55 15,sekretariat.oc.302040@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
customs,Oddział Celny w Dorohusku,Oddział Celny,22-175,Dorohusk,,Kolejowa,10G,,,sekretariat.oc.302050@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
customs,Oddział Celny Drogowy w Dorohusku,Oddział Celny Drogowy,22-175,Dorohusk,,Drogowe przejście graniczne,-,,+48 82 577 57 22,sekretariat.oc.302060@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
customs,Oddział Celny Pocztowy w Lublinie,Oddział Celny Pocztowy,20-900,Lublin,,Wacława Moritza,2,+48 81 748 43 36,+48 81 748 43 37,sekretariat.oc.302080@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
customs,Oddział Celny Port Lotniczy w Lublinie,Oddział Celny Port Lotniczy,21-040,Świdnik,,Króla Jana III Sobieskiego,1,,+48 81 470 46 50,sekretariat.oc.302070@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
tax,Delegatura UCS w Zamościu,Delegatura UCS,22-400,Zamość,,Strefowa,5,+48 84 696 60 00,+48 84 696 60 10,sekretariat.ucs.303000@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
customs,Oddział Celny w Zamościu,Oddział Celny,22-400,Zamość,,Stefowa,5,+48 84 696 61 00,+48 84 696 61 06,sekretariat.oc.303010@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
customs,Oddział Celny w Hrebennem,Oddział Celny,22-681,Hrebenne,,Drogowe przejście graniczne,-,,+48 84 677 62 71,sekretariat.oc.303020@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
customs,Oddział Celny w Hrubieszowie,Oddział Celny,22-500,Hrubieszów,,Nowa,106,,+48 84 682 66 21,sekretariat.oc.303030@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
customs,Oddział Celny w Zosinie,Oddział Celny,22-523,Zosin,,Drogowe przejście graniczne,-,,+48 84 683 67 06,sekretariat.oc.303040@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
customs,Oddział Celny w Tomaszowie Lubelskim,Oddział Celny,22-600,Tomaszów Lubelski,,Łaszczowiecka,12C,,+48 84 661 68 78,sekretariat.oc.303080@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
customs,Oddział Celny w Dołhobyczowie,Oddział Celny,22-540,Dołhobyczów,,Drogowe przejście graniczne,-,,,sekretariat.oc.303091@mf.gov.pl,www.lubelskie.kas.gov.pl/lubelski-urzad-celno-skarbowy-w-bialej-podlaskiej
tax,Izba Administracji Skarbowej w Zielonej Górze,Izba Administracji Skarbowej,65-454,Zielona Góra,,Gen. Władysława Sikorskiego,2,+48 68 456 07 00,+48 68 456 07 01,ias.zielonagora@mf.gov.pl,www.lubuskie.kas.gov.pl
tax,Urząd Skarbowy w Gorzowie Wielkopolskim,Urząd Skarbowy,66-400,Gorzów Wielkopolski,,Kazimierza Jagiellończyka,10,+48 95 711 57 42,+48 95 711 59 05,us.gorzowwielkopolski@mf.gov.pl,www.lubuskie.kas.gov.pl/urzad-skarbowy-w-gorzowie-wielkopolskim
tax,Urząd Skarbowy w Krośnie Odrzańskim,Urząd Skarbowy,66-600,Krosno Odrzańskie,,Słubicka,3,+48 68 383 53 17,+48 68 383 57 28,us.krosnoodrzanskie@mf.gov.pl,www.lubuskie.kas.gov.pl/urzad-skarbowy-w-krosnie-odrzanskim
tax,Urząd Skarbowy w Międzyrzeczu,Urząd Skarbowy,66-300,Międzyrzecz,,Rynek,3,+48 95 742 35 00,+48 95 742 35 01,us.miedzyrzecz@mf.gov.pl,www.lubuskie.kas.gov.pl/urzad-skarbowy-w-miedzyrzeczu
tax,Urząd Skarbowy w Nowej Soli,Urząd Skarbowy,67-100,Nowa Sól,,Staszica,1,+48 68 456 03 02,+48 68 456 03 01,us.nowasol@mf.gov.pl,www.lubuskie.kas.gov.pl/urzad-skarbowy-w-nowej-soli
tax,Urząd Skarbowy w Słubicach,Urząd Skarbowy,69-100,Słubice,,Wojska Polskiego,155,+48 95 750 15 11,+48 95 758 26 62,us.slubice@mf.gov.pl,www.lubuskie.kas.gov.pl/urzad-skarbowy-w-slubicach
tax,Urząd Skarbowy w Świebodzinie,Urząd Skarbowy,66-200,Świebodzin,,Sobieskiego,6,+48 68 456 06 10,+48 68 456 06 01,us.swiebodzin@mf.gov.pl,www.lubuskie.kas.gov.pl/urzad-skarbowy-w-swiebodzinie
tax,Pierwszy Urząd Skarbowy w Zielonej Górze,Pierwszy Urząd Skarbowy,65-054,Zielona Góra,,Dr. Pieniężnego,24,+48 68 456 01 00,+48 68 456 01 01,1us.zielonagora@mf.gov.pl,www.lubuskie.kas.gov.pl/pierwszy-urzad-skarbowy-w-zielonej-gorze
tax,Drugi Urząd Skarbowy w Zielonej Górze,Drugi Urząd Skarbowy,65-054,Zielona Góra,,Dr. Pieniężnego,24,+48 68 456 02 00,+48 68 456 02 01,2us.zielonagora@mf.gov.pl,www.lubuskie.kas.gov.pl/drugi-urzad-skarbowy-w-zielonej-gorze
tax,Urząd Skarbowy w Żaganiu,Urząd Skarbowy,68-100,Żagań,,Skarbowa,26,+48 68 456 04 02,+48 68 456 04 01,us.zagan@mf.gov.pl,www.lubuskie.kas.gov.pl/urzad-skarbowy-w-zaganiu
tax,Urząd Skarbowy w Żarach,Urząd Skarbowy,68-200,Żary,,Osadników Wojskowych,3-4,+48 68 456 05 00,+48 68 456 05 01,us.zary@mf.gov.pl,www.lubuskie.kas.gov.pl/urzad-skarbowy-w-zarach
tax,Urząd Skarbowy w Drezdenku,Urząd Skarbowy,66-530,Drezdenko,,Pierwszej Brygady,21,+48 95 763 73 00,+48 95 763 73 02,us.drezdenko@mf.gov.pl,www.lubuskie.kas.gov.pl/urzad-skarbowy-w-drezdenku
tax,Urząd Skarbowy w Sulęcinie,Urząd Skarbowy,69-200,Sulęcin,,Daszyńskiego,47,+48 95 756 00 11,+48 95 755 22 24,us.sulecin@mf.gov.pl,www.lubuskie.kas.gov.pl/urzad-skarbowy-w-sulecinie
tax,Urząd Skarbowy we Wschowie,Urząd Skarbowy,67-400,Wschowa,,Zielony Rynek,7,+48 65 540 80 60,+48 65 540 80 61,us.wschowa@mf.gov.pl,www.lubuskie.kas.gov.pl/urzad-skarbowy-we-wschowie
tax,Lubuski Urząd Skarbowy w Zielonej Górze,Lubuski Urząd Skarbowy,65-054,Zielona Góra,,Dr. Pieniężnego,24,+48 68 456 09 00,+48 68 456 09 01,lubuski.us@mf.gov.pl,www.lubuskie.kas.gov.pl/lubuski-urzad-skarbowy-w-zielonej-gorze
customs,Lubuski Urząd Celno-Skarbowy w Gorzowie Wielkopolskim,Lubuski Urząd Celno-Skarbowy,66-400,Gorzów Wielkopolski,,Kazimierza Wielkiego,65,,+48 95 713 35 99,lubuski.ucs@mf.gov.pl,www.lubuskie.kas.gov.pl/lubuski-urzad-celno-skarbowy-w-gorzowie-wielkopolskim
tax,Delegatura UCS w Zielonej Górze,Delegatura UCS,65-127,Zielona Góra,,Kostrzyńska,14,+48 68 322 92 01,+48 68 322 92 33,dzg.lubuski.ucs@mf.gov.pl,www.lubuskie.kas.gov.pl/lubuski-urzad-celno-skarbowy-w-gorzowie-wielkopolskim
customs,Oddział Celny w Zielonej Górze,Oddział Celny,65-127,Zielona Góra,,Kostrzyńska,14,,+48 68 322 92 33,oc-3.ucs.411010@mf.gov.pl,www.lubuskie.kas.gov.pl/lubuski-urzad-celno-skarbowy-w-gorzowie-wielkopolskim
customs,Oddział Celny w Olszynie,Oddział Celny,68-217,,Olszyna,,,,+48 68 375 64 12,oc-4.ucs.411020@mf.gov.pl,www.lubuskie.kas.gov.pl/lubuski-urzad-celno-skarbowy-w-gorzowie-wielkopolskim
tax,Delegatura UCS w Rzepinie,Delegatura UCS,69-110,Rzepin,,Dworcowa,5,,+48 95 759 64 42,lubuski.ucs@mf.gov.pl,www.lubuskie.kas.gov.pl/lubuski-urzad-celno-skarbowy-w-gorzowie-wielkopolskim
customs,Oddział Celny w Gorzowie Wielkopolskim,Oddział Celny,66-400,Gorzów Wielkopolski,,Myśliborska,34,,+48 95 733 75 73,oc-2.ucs.412010@mf.gov.pl,www.lubuskie.kas.gov.pl/lubuski-urzad-celno-skarbowy-w-gorzowie-wielkopolskim
customs,Oddział Celny w Świecku,Oddział Celny,69-100,Słubice,,Świecko,37,+48 95 750 73 04,+48 95 750 73 55,oc-1.ucs.412020@mf.gov.pl,www.lubuskie.kas.gov.pl/lubuski-urzad-celno-skarbowy-w-gorzowie-wielkopolskim
tax,Izba Administracji Skarbowej w Łodzi,Izba Administracji Skarbowej,90-436,Łódź,,aleja Tadeusza Kościuszki,83,+48 42 254 70 00,+48 42 254 71 01,ias.lodz@mf.gov.pl,www.lodzkie.kas.gov.pl
tax,Urząd Skarbowy w Bełchatowie,Urząd Skarbowy,97-400,Bełchatów,,Józefa Piłsudskiego,18,+48 44 632 49 86,+48 44 632 30 63,us.belchatow@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-w-belchatowie
tax,Urząd Skarbowy w Brzezinach,Urząd Skarbowy,95-060,Brzeziny,,Henryka Sienkiewicza,16,+48 46 874 16 77,+48 46 874 21 77,us.brzeziny@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-w-brzezinach
tax,Urząd Skarbowy w Głownie,Urząd Skarbowy,95-015,Głowno,,Ludwika Norblina,2,+48 42 719 19 81,,us.glowno@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-w-glownie
tax,Urząd Skarbowy w Kutnie,Urząd Skarbowy,99-300,Kutno,,Dr. Antoniego Troczewskiego,12,+48 24 355 61 00,+48 24 355 65 65,us.kutno@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-w-kutnie
tax,Urząd Skarbowy w Łasku,Urząd Skarbowy,98-100,Łask,,9 Maja,31,+48 43 671 13 00,,us.lask@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-w-lasku
tax,Urząd Skarbowy w Łowiczu,Urząd Skarbowy,99-400,Łowicz,,Józefa Chełmońskiego,2,+48 46 837 80 28,,us.lowicz@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-w-lowiczu
tax,Pierwszy Urząd Skarbowy Łódź - Bałuty,Pierwszy Urząd Skarbowy Łódź - Bałuty,91-066,Łódź,,Zachodnia,47,+48 42 253 56 00,+48 42 253 57 22,1us.lodz.baluty@mf.gov.pl,www.lodzkie.kas.gov.pl/pierwszy-urzad-skarbowy-lodz-baluty
tax,Drugi Urząd Skarbowy Łódź - Bałuty,Drugi Urząd Skarbowy Łódź - Bałuty,91-222,Łódź,,Św. Teresy od Dzieciątka Jezus,105,+48 42 253 40 00,+48 42 253 42 50,2us.lodz.baluty@mf.gov.pl,www.lodzkie.kas.gov.pl/drugi-urzad-skarbowy-lodz-baluty
tax,Pierwszy Urząd Skarbowy Łódź - Górna,Pierwszy Urząd Skarbowy Łódź - Górna,93-578,Łódź,,Walerego Wróblewskiego,10,+48 42 258 81 00,,1us.lodz.gorna@mf.gov.pl,www.lodzkie.kas.gov.pl/pierwszy-urzad-skarbowy-lodz-gorna
tax,Drugi Urząd Skarbowy Łódź - Górna,Drugi Urząd Skarbowy Łódź - Górna,93-578,Łódź,,Walerego Wróblewskiego,10A,+48 42 258 82 00,+48 42 258 82 83,2us.lodz.gorna@mf.gov.pl,www.lodzkie.kas.gov.pl/drugi-urzad-skarbowy-lodz-gorna
tax,Urząd Skarbowy Łódź - Polesie,Urząd Skarbowy Łódź - Polesie,90-646,Łódź,,6 Sierpnia,86A,+48 42 254 60 00,+48 42 254 62 51,us.lodz.polesie@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-lodz-polesie
tax,Urząd Skarbowy Łódź - Śródmieście,Urząd Skarbowy Łódź - Śródmieście,90-019,Łódź,,Dowborczyków,9/11,+48 42 253 06 00,+48 42 253 07 01,us.lodz.srodmiescie@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-lodz-srodmiescie
tax,Urząd Skarbowy Łódź - Widzew,Urząd Skarbowy Łódź - Widzew,92-312,Łódź,,Papiernicza,7,+48 42 275 08 00,+48 42 275 09 08,us.lodz.widzew@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-lodz-widzew
tax,Urząd Skarbowy w Opocznie,Urząd Skarbowy,26-300,Opoczno,,Piotrkowska,14,+48 44 755 31 01,+48 44 755 24 45,us.opoczno@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-w-opocznie
tax,Urząd Skarbowy w Pabianicach,Urząd Skarbowy,95-200,Pabianice,,Zamkowa,26,+48 42 270 41 00,+48 42 270 41 03,us.pabianice@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-w-pabianicach
tax,Urząd Skarbowy w Piotrkowie Trybunalskim,Urząd Skarbowy,97-300,Piotrków Trybunalski,,Wronia,65,+48 44 645 01 00,+48 44 649 90 36,us.piotrkow-trybunalski@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-w-piotrkowie-trybunalskim
tax,Urząd Skarbowy w Poddębicach,Urząd Skarbowy,99-200,Poddębice,,Narutowicza,12,+48 43 678 77 00,+48 43 678 77 01,us.poddebice@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-w-poddebicach
tax,Urząd Skarbowy w Radomsku,Urząd Skarbowy,97-500,Radomsko,,Mickiewicza,4,+48 44 685 49 00,+48 44 685 49 74,us.radomsko@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-w-radomsku
tax,Urząd Skarbowy w Rawie Mazowieckiej,Urząd Skarbowy,96-200,Rawa Mazowiecka,,Juliusza Słowackiego,4,+48 46 814 47 46,,us.rawa-mazowiecka@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-w-rawie-mazowieckiej
tax,Urząd Skarbowy w Sieradzu,Urząd Skarbowy,98-200,Sieradz,,Spółdzielcza,3,+48 43 826 56 00,,us.sieradz@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-w-sieradzu
tax,Urząd Skarbowy w Skierniewicach,Urząd Skarbowy,96-100,Skierniewice,,Czerwona,22,+48 46 834 63 00,+48 46 834 63 94,us.skierniewice@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-w-skierniewicach
tax,Urząd Skarbowy w Tomaszowie Mazowieckim,Urząd Skarbowy,97-200,Tomaszów Mazowiecki,,Mireckiego,37,+48 44 725 60 00,+48 44 724 23 26,us.tomaszow-mazowiecki@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-w-tomaszowie-mazowieckim
tax,Urząd Skarbowy w Wieluniu,Urząd Skarbowy,98-300,Wieluń,,Krakowskie Przedmieście,34,+48 43 843 91 36,,us.wielun@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-w-wieluniu
tax,Urząd Skarbowy w Zduńskiej Woli,Urząd Skarbowy,98-220,Zduńska Wola,,Zielona,15,+48 43 824 19 00,+48 43 824 19 40,us.zdunska-wola@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-w-zdunskiej-woli
tax,Urząd Skarbowy w Zgierzu,Urząd Skarbowy,95-100,Zgierz,,ks. Jerzego Popiełuszki,8,+48 42 270 10 00,+48 42 270 10 01,us.zgierz@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-w-zgierzu
tax,Urząd Skarbowy w Wieruszowie,Urząd Skarbowy,98-400,Wieruszów,,Rynek,12/13,+48 62 783 19 71,+48 62 783 19 78,us.wieruszow@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-w-wieruszowie
tax,Urząd Skarbowy w Łęczycy,Urząd Skarbowy,99-100,Łęczyca,,al. Jana Pawła II,17,+48 24 721 70 12,+48 24 721 23 12,us.leczyca@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-w-leczycy
tax,Urząd Skarbowy w Pajęcznie,Urząd Skarbowy,98-330,Pajęczno,,1 Maja,9,+48 34 311 39 60,+48 34 311 33 55,us.pajeczno@mf.gov.pl,www.lodzkie.kas.gov.pl/urzad-skarbowy-w-pajecznie
tax,Łódzki Urząd Skarbowy w Łodzi,Łódzki Urząd Skarbowy,90-436,Łódź,,aleja T. Kościuszki,85,+48 42 253 05 00,+48 42 253 05 06,lodzki.us@mf.gov.pl,www.lodzkie.kas.gov.pl/lodzki-urzad-skarbowy-w-lodzi
customs,Łódzki Urząd Celno-Skarbowy w Łodzi,Łódzki Urząd Celno-Skarbowy,91-315,Łódź,,Ks. Stanisława Brzóski,24,+48 42 639 41 00,+48 42 654 13 86,lodzki.ucs@mf.gov.pl,www.lodzkie.kas.gov.pl/lodzki-urzad-celno-skarbowy-w-lodzi
tax,Delegatura UCS I w Łodzi,Delegatura UCS I,93-350,Łódź,,Ustronna,3/9,+48 42 689 79 33,+48 42 645 78 63,CZNCiO.ucs.368000@mf.gov.pl,www.lodzkie.kas.gov.pl/lodzki-urzad-celno-skarbowy-w-lodzi
customs,Oddział Celny I w Łodzi,Oddział Celny I,93-350,Łódź,,Ustronna,3/9,+48 42 689 79 40,+48 42 645 78 63,sekretariat.oc.361010@mf.gov.pl,www.lodzkie.kas.gov.pl/lodzki-urzad-celno-skarbowy-w-lodzi
customs,Oddział Celny w Sieradzu,Oddział Celny,98-200,Sieradz,,Wojska Polskiego,63,+48 43 827 47 86,+48 43 826 00 72,sekretariat.oc.361030@mf.gov.pl,www.lodzkie.kas.gov.pl/lodzki-urzad-celno-skarbowy-w-lodzi
tax,Delegatura UCS II w Łodzi,Delegatura UCS II,91-341,Łódź,,Św. Teresy od Dzieciątka Jezus,106,+48 42 616 25 24,+48 42 616 25 35,CZNCiO.ucs.368000@mf.gov.pl,www.lodzkie.kas.gov.pl/lodzki-urzad-celno-skarbowy-w-lodzi
customs,Oddział Celny II w Łodzi,Oddział Celny II,91-341,Łódź,,Św. Teresy od Dzieciątka Jezus,106,+48 42 616 25 24,+48 42 616 25 35,oc-3.ucs.362000@mf.gov.pl,www.lodzkie.kas.gov.pl/lodzki-urzad-celno-skarbowy-w-lodzi
customs,Oddział Celny w Kutnie,Oddział Celny,99-300,Kutno,,Holenderska,14,+48 24 253 86 53,,sekretariat.oc.362030@mf.gov.pl,www.lodzkie.kas.gov.pl/lodzki-urzad-celno-skarbowy-w-lodzi
customs,Oddział Celny Port Lotniczy Łódź-Lublinek,Oddział Celny Port Lotniczy Łódź-Lublinek,94-328,Łódź,,Gen. Stanisława Maczka,35,+48 42 253 14 19,+48 42 253 14 18,lotnisko.oc.362040@mf.gov.pl,www.lodzkie.kas.gov.pl/lodzki-urzad-celno-skarbowy-w-lodzi
tax,Delegatura UCS w Piotrkowie Trybunalskim,Delegatura UCS,97-300,Piotrków Trybunalski,,Dworska,8,+48 44 649 32 41,+48 44 649 32 90,CZNCiO.ucs.368000@mf.gov.pl,www.lodzkie.kas.gov.pl/lodzki-urzad-celno-skarbowy-w-lodzi
customs,Oddział Celny w Piotrkowie Trybunalskim,Oddział Celny,97-300,Piotrków Trybunalski,,Dworska,8,+48 44 649 32 47,+48 44 649 32 70,sekretariat.oc.363010@mf.gov.pl,www.lodzkie.kas.gov.pl/lodzki-urzad-celno-skarbowy-w-lodzi
tax,Delegatura Krajowej Informacji Skarbowej w Piotrkowie Trybunalskim,Delegatura Krajowej Informacji Skarbowej,97-300,Piotrków Trybunalski,,Wronia,65,+48 44 645 01 51,,kis.piotrkow-trybunalski@mf.gov.pl,www.kis.gov.pl
tax,Izba Administracji Skarbowej w Krakowie,Izba Administracji Skarbowej,31-007,Kraków,,Wiślna,7,+48 12 255 73 00,+48 12 422 43 86,ias.krakow@mf.gov.pl,www.malopolskie.kas.gov.pl
tax,Urząd Skarbowy w Bochni,Urząd Skarbowy,32-700,Bochnia,,Gołębia,3,+48 14 615 26 00,+48 14 615 26 53,us.bochnia@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-w-bochni
tax,Urząd Skarbowy w Brzesku,Urząd Skarbowy,32-800,Brzesko,,Królowej Jadwigi,16,+48 14 663 28 23,+48 14 663 08 42,us.brzesko@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-w-brzesku
tax,Urząd Skarbowy w Chrzanowie,Urząd Skarbowy,32-500,Chrzanów,,Garncarska,9,+48 32 625 71 00,+48 32 627 62 62,us.chrzanow@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-w-chrzanowie
tax,Urząd Skarbowy w Dąbrowie Tarnowskiej,Urząd Skarbowy,33-200,Dąbrowa Tarnowska,,Berka Joselewicza,5,+48 14 642 20 31,+48 14 642 55 31,us.dabrowa-tarnowska@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-w-dabrowie-tarnowskiej
tax,Urząd Skarbowy w Gorlicach,Urząd Skarbowy,38-300,Gorlice,,Bardiowska,9,+48 18 545 02 00,+48 18 545 02 05,us.gorlice@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-w-gorlicach
tax,Pierwszy Urząd Skarbowy Kraków,Pierwszy Urząd Skarbowy Kraków,30-363,Kraków,,Rzemieślnicza,20,+48 12 384 60 00,+48 12 384 63 00,1us.krakow@mf.gov.pl,www.malopolskie.kas.gov.pl/pierwszy-urzad-skarbowy-krakow
tax,Urząd Skarbowy Kraków - Krowodrza,Urząd Skarbowy Kraków - Krowodrza,30-016,Kraków,,Władysława Łokietka,20,+48 12 299 21 00,+48 12 665 61 36,us.krakow.krowodrza@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-krakow-krowodrza
tax,Urząd Skarbowy Kraków - Nowa Huta,Urząd Skarbowy Kraków - Nowa Huta,31-621,Kraków,,os. Bohaterów Września,80,+48 12 681 70 00,+48 12 647 92 22,us.krakow.nowa-huta@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-krakow-nowa-huta
tax,Urząd Skarbowy Kraków - Podgórze,Urząd Skarbowy Kraków - Podgórze,30-415,Kraków,,Wadowicka,10,+48 12 254 70 00,+48 12 267 40 91,us.krakow.podgorze@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-krakow-podgorze
tax,Urząd Skarbowy Kraków - Prądnik,Urząd Skarbowy Kraków - Prądnik,31-272,Kraków,,Krowoderskich Zuchów,2,+48 12 665 61 00,+48 12 665 67 51,us.krakow.pradnik@mf.gov.pl,www.malopolskie.kas.gov.pl/urzad-skarbowy-krakow-pradnik
