X,Y,Name,adres,kod,miasto,telefon,email
19.4910781,49.8817184,Nadzór Wodny w Wadowicach,ul. Polna 12 ,34-100,Wadowice,+48 607 408 144,nwwadowice@wody.gov.pl
19.191169,49.6864484,Nadzór Wodny w Żywcu,ul. Za Wodą 18 ,34-300,Żywiec,+48 665 656 559,nwzywiec@wody.gov.pl
18.6680199,50.3026555,Regionalny Zarząd Gospodarki Wodnej w Gliwicach,ul. H. Sienkiewicza 2 ,44-100,Gliwice,+48 32 777 49 50,gliwice@wody.gov.pl
18.6884863,50.2917863,"Zarząd Zlewni w Gliwicach",ul. Robotnicza 2 ,44-100,Gliwice,+48 693 222 155,zz-gliwice@wody.gov.pl
19.0219058,50.2689435,Zarząd Zlewni w Katowicach,ul. Plac Grunwaldzki 8-10 ,40-127,Katowice,+48 (32) 250 41 27,zz-katowice@wody.gov.pl
17.916353,50.6628189,Zarząd Zlewni w Opolu,ul. Odrowążów 2 ,45-089,Opole,+48 (77) 407 47 05,zz-opole@wody.gov.pl
18.6427088,49.7495268,"Nadzór Wodny w Cieszynie",ul. Korfantego 32  ,43-400,Cieszyn,+48 (33) 851 00 56,nw-cieszyn@wody.gov.pl
18.6633146,50.3183881,Nadzór Wodny w Gliwicach,ul. Toszecka 101 ,44-100,Gliwice,+48 697 102 163,nw-gliwice@wody.gov.pl
17.8247515,50.1995746,"Nadzór Wodny w Głubczycach",ul. Kościuszki 8 ,48-100,Głubczyce,+48 697 102 261,nw-glubczyce@wody.gov.pl
18.1517246,50.35248,"Nadzór Wodny w Kędzierzynie-Koźlu",ul. Chełmońskiego 1 ,47-220,Kędzierzyn-Koźle,+48 (77) 482 04 05,nw-kedzierzyn-kozle@wody.gov.pl
18.5473664,50.0963822,"Nadzór Wodny w Rybniku",ul. Białych 5 ,44-200,Rybnik,+48 697 102 243,nw-rybnik@wody.gov.pl
19.0352644,49.8555638,"Nadzór Wodny w Bielsku-Białej",ul. Katowicka 63 ,43-346,Bielsko-Biała,+48 (33) 821 64 64,nw-bielsko-biala@wody.gov.pl
19.1564964,50.0797892,"Nadzór Wodny w Bieruniu",ul. Warszawska 168 ,43-155,Bieruń Nowy,+48 697 101 923,nw-bierun@wody.gov.pl
19.0210797,50.2701093,"Nadzór Wodny w Katowicach",ul. 21 stycznia 127 A ,42-460,Przeczyce,+48 (32) 380 65 87,nw-katowice@wody.gov.pl
19.5581841,50.2779268,"Nadzór Wodny w Olkuszu",ul. Szpitalna 16 ,32-300,Olkusz,(32) 210 90 41,nw-olkusz@wody.gov.pl
18.9505798,49.9768862,"Nadzór Wodny w Pszczynie",ul. 3 Maja 4a ,43-200,Pszczyna,+48 697 101 491,nw-pszczyna@wody.gov.pl
18.7988685,49.7899125,"Nadzór Wodny w Skoczowie",ul. Wiślańska 5 ,43-430,Skoczów,+48 (33) 853 33 08,nw-skoczow@wody.gov.pl
18.2166683,50.9731398,"Nadzór Wodny w Kluczborku",ul. Zamkowa 6 ,46-200,Kluczbork,+48 661 221 657,nw-kluczbork@wody.gov.pl
17.967538,50.4765624,"Nadzór Wodny w Krapkowicach",ul. Drzymały 8 ,47-300,Krapkowice,+48 661 221 562,nw-krapkowice@wody.gov.pl
17.92413,50.6593967,"Nadzór Wodny w Opolu",ul. Kochanowskiego 9 ,45-094,Opole,+48 661 221 654,nw-opole@wody.gov.pl
17.5815561,50.3212764,"Nadzór Wodny w Prudniku",ul. Tkacka 1 ,48-200,Prudnik,+48 661 221 813,nw-prudnik@wody.gov.pl
18.2888026,50.5244815,"Nadzór Wodny w Strzelcach Opolskich ",ul. 1 Maja 59 ,47-100,Strzelce Opolskie,+48 693 220 638,nw-strzelceopolskie@wody.gov.pl
18.8576822,50.4435633,"Nadzór Wodny w Tarnowskich Górach",ul. Piastowska 8 ,42-600,Tarnowskie Góry,+48 661 221 325,nw-tarnowskiegory@wody.gov.pl
22.5326418,51.2405845,"Regionalny Zarząd Gospodarki Wodnej w Lublinie",ul. Leszka Czarnego 3 ,20-610,Lublin,+48 (81) 531 03 00,lublin@wody.gov.pl
23.1080588,52.0401837,Zarząd Zlewni w Białej Podlaskiej,ul. Sitnicka 71 ,21-500,Biała Podlaska,(83) 342 70 50,zz-bialapodlaska@wody.gov.pl
22.2682841,52.3968223,Zarząd Zlewni w Sokołowie Podlaskim,ul. Repkowska 49 ,08-300,Sokołów Podlaski,+48 (25) 781 28 58,zz-sokolowpodlaski@wody.gov.pl
23.2755747,50.7051479,Zarząd Zlewni w Zamościu,ul. Młyńska 27 ,22-400,Zamość,+48 (84) 677 59 70,zz-zamosc@wody.gov.pl
23.1081552,52.0402957,Nadzór Wodny w Białej Podlaskiej,ul. Sitnicka 71 ,21-500,Biała Podlaska,(83) 342 70 64,nw-bialapodlaska@wody.gov.pl
23.4942545,51.1332687,Nadzór Wodny w Chełmie,Plac Niepodległości 1 ,22-100,Chełm,+48 (82) 565 64 66,nw-chelm@wody.gov.pl
23.8910197,50.8047375,Nadzór Wodny w Hrubieszowie,Pl. Wolności 15 ,22-500,Hrubieszów,+48 (84) 696 42 58,nw-hrubieszow@wody.gov.pl
22.3753655,51.9259914,Nadzór Wodny w Łukowie,ul. Piłsudskiego 29 ,21-400,Łuków,+48 (25) 798 21 71,nw-lukow@wody.gov.pl
23.4145765,50.4471447,Nadzór Wodny w Tomaszowie Lubelskim,ul. Żwirki i Wigury 2 ,22-600,Tomaszów Lubelski,+48 (84) 66 597 82,nw-tomaszowlubelski@wody.gov.pl
23.5492358,51.5474318,Nadzór Wodny we Włodawie,ul. Przechodnia 22 ,22-200,Włodawa,+48 (82) 572 14 01,nw-wlodawa@wody.gov.pl
22.5043643,52.6796469,Nadzór Wodny w Ciechanowcu,ul. Mickiewicza 1 ,18-230,Ciechanowiec,,nw-ciechanowiec@wody.gov.pl
22.7093502,52.2209827,Nadzór Wodny w Łosicach,ul. Kopernika 10 ,08-200,Łosice,+48 (83) 357 37 24,nw-losice@wody.gov.pl
21.8881731,52.8030651,Nadzór Wodny w Ostrowi Mazowieckiej,ul. Sielska 19 ,07-300,Ostrów Mazowiecka,+48 (29) 745 40 42,nw-ostrowmazowiecka@wody.gov.pl
22.2742808,52.1681699,Nadzór Wodny w Siedlcach,ul. Piłsudskiego 54 ,08-110,Siedlce,+48 (25) 631 05 33,nw-siedlce@wody.gov.pl
22.8593158,52.4247298,Nadzór Wodny w Siemiatyczach,ul. Kilińskiego 32 ,17-300,Siemiatycze,+48 (85) 655 04 86,nw-siemiatycze@wody.gov.pl
22.2680481,52.3967961,Nadzór Wodny w Sokołowie Podlaskim,ul. Repkowska 49 ,08-300,Sokołów Podlaski,+48 (25) 781 28 58,nw-sokolowpodlaski@wody.
22.0106133,52.3970693,Nadzór Wodny w Węgrowie,ul. Podlaska 2 ,07-100,Węgrów,+48 (25) 792 30 58,nw-wegrow@wody.gov.pl
22.5224792,52.918863,Nadzór Wodny w Wysokiem Mazowieckiem,ul. Plac Odrodzenia 5 ,18-200,Wysokie Mazowieckie,+48 (86) 270 90 05,nw-wysokiemazowieckie@wody.gov.pl
23.1679582,50.981842,Nadzór Wodny w Krasnymstawie,ul. Piłsudskiego 11 ,22-300,Krasnystaw,+48 (82) 576 20 75,nw-krasnystaw@wody.gov.pl
22.6066023,51.4677423,Nadzór Wodny w Lubartowie,ul. Słowackiego 21 ,21-100,Lubartów,+48 (81) 855 28 93,nw-lubartow@wody.gov.pl
22.5326512,51.2403579,Nadzór Wodny w Lublinie,ul. Leszka Czarnego 3 ,20-610,Lublin,+48 (81) 531 03 37,nw-lublinie@wody.gov.pl
22.877426,51.2885247,Nadzór Wodny w Łęcznej,ul. Krasnostawska 54 ,21-010,Łęczna,+48 (81) 884 35 03,nw-leczna@wody.gov.pl
22.9106702,51.6458251,Nadzór Wodny w Parczewie,ul. Lubartowska 4 ,21-200,Parczew,+48 (83) 355 07 78,nw-parczew@wody.gov.pl
22.6151509,51.7830754,Nadzór Wodny w Radzyniu Podlaskim,ul. Ostrowiecka 17-21 ,21-300,Radzyń Podlaski,+48 (83) 378 31 73,nw-radzynpodlaski@wody.gov.pl
21.9305479,51.6261504,Nadzór Wodny w Rykach,ul. Spacerowa 2a ,08-500,Ryki,+48 (81) 865 23 59,nw-ryki@wody.gov.pl
23.2755747,50.7051819,Nadzór Wodny w Zamościu,ul. Młyńska 27 ,22-400,Zamość,+48 (84) 677 59 70,nw-zamosc@wody.gov.pl
16.9609237,52.4155884,Regionalny Zarząd Gospodarki Wodnej w Poznaniu,ul. Chlebowa 4/8 ,61-003,Poznań,+48 61 8567 700,poznan@wody.gov.pl
15.2564141,52.7475903,Zarząd Zlewni w Gorzowie Wielkopolskim,ul. Walczaka 25A  ,66-400,Gorzów Wielkopolski,+48 (95) 725 61 53,zz-gorzowwielkopolski@wody.gov.pl
18.6392899,52.2016716,Zarząd Zlewni w Kole,ul. Prusa 3 ,62-600,Koło,+48 (63) 288 01 70,zz-kolo@wody.gov.pl
16.9359745,52.4089087,"Zarząd Zlewni w Poznaniu",ul. Szewska 1 ,61-760,Poznań,+48 (61) 850 84 00,zz-poznan@wody.gov.pl
18.7350739,51.593755,Zarząd Zlewni w Sieradzu,ul. Plac Wojewódzki 1 ,98-200,Sieradz,+48 (43) 655-41-00,zz-sieradz@wody.gov.pl
15.2480666,52.7213013,"Nadzór Wodny w Gorzowie Wielkopolskim",ul. Walczaka 25A ,66-400,Gorzów Wielkopolski,+48 95 725 61 63,nw-gorzowwielkopolski@wody.gov.pl
16.3667368,52.2244268,"Nadzór Wodny w Grodzisku Wielkopolskim",ul. Wawrzyniaka 6/3 ,62-065,Grodzisk Wielkopolski,+48 573 901 687,nw-grodziskwielkopolski@wody.gov.pl
14.6337356,52.5815451,"Nadzór Wodny w Kostrzynie nad Odrą ",ul. Graniczna 4 ,66-470,Kostrzyn nad Odrą,+48 573 901 688,nw-kostrzynnadodra@wody.gov.pl
15.8855961,52.6035723,Nadzór Wodny w Międzychodzie,ul. Wały Jana Kazimierza 4 ,64-400,Międzychód,+48 (95) 748 28 24,nw-miedzychod@wody.gov.pl
15.5813749,52.4508443,Nadzór Wodny w Międzyrzeczu,ul. Reymonta 5 ,66-300,Międzyrzecz,+48 (95) 741 25 60,nw-miedzyrzecz@wody.gov.pl
16.1493142,52.3191314,Nadzór Wodny w Nowym Tomyślu,ul. Półwiejska 15 ,64-300,Nowy Tomyśl,+48 600 885 155,nw-nowytomysl@wody.gov.pl
15.1176463,52.4381582,Nadzór Wodny w Sulęcinie,ul. M. Dudka 2 ,69-200,Sulęcin,+48 (95) 755 30 42,nw-sulecin@wody.gov.pl
16.1078442,52.1139109,Nadzór Wodny w Wolsztynie,ul. 5 stycznia 5 ,64-200,Wolsztyn,+48 (68) 384 56 45,nw-wolsztyn@wody.gov.p
17.4952925,51.9714811,Nadzór Wodny w Jarocinie,ul. Sienkiewicza 7 ,63-200,Jarocin,+48 (62) 600 60 42,nw-jarocin@wody.gov.pl
18.0894903,51.767657,"Nadzór Wodny w Kaliszu",Al. Wojska Polskiego 185/51 ,62-800,Kalisz,+48 (62) 501 84 84,nw-kalisz@wody.gov.pl
17.99516,51.2851108,Nadzór Wodny w Kępnie,ul. Wieluńska 9A ,63-600,Kępno,+48 (62) 782 28 93,nw-kepno@wody.gov.pl
17.812881,51.6516523,"Nadzór Wodny w Ostrowie Wielkopolskim",ul. Dąbrowskiego 9 ,63-400,Ostrów Wielkopolski,+48 (62) 736 28 02,nw-ostrowielkopolski@wody.gov.pl
18.159216,51.2964512,Nadzór Wodny w Wieruszowie,ul. Waryńskiego 14 ,98-400,Wieruszów,+48 608 586 504,nw-wieruszow@wody.gov.pl
17.7735857,51.8971848,Nadzór Wodny w Pleszewie,ul. Poznańska 79 ,63-300,Pleszew,+48 (62) 742 96 07,nw-pleszew@wody.gov.pl
18.6275473,52.2026065,Nadzór Wodny w Kole,ul. Toruńska 80 ,62-600,Koło,+48 (63) 272 01 84,nw-kolo@wody.gov.pl
18.2823246,52.2355487,Nadzór Wodny w Koninie,ul. Okólna 59 ,62-510,Konin,+48 (63) 242 10 75,nw-konin@wody.gov.pl
17.878847,52.3010822,Nadzór Wodny w Słupcy,ul. Traugutta 80 ,62-400,Słupca,+48 (63) 275 11 93,nw-slupca@wody.gov.pl
17.2760308,52.228418,"Nadzór Wodny w Środzie Wielkopolskiej",Plan Kościelny 4 ,63-000,Środa Wielkopolska,+48 573 901 685,nw-srodawielkopolska@wody.gov.pl
18.4928415,52.0144024,Nadzór Wodny w Turku,ul. Kaliska 59 ,62-700,Turek,+48 (63) 289 30 01,nw-turek@wody.gov.pl
17.5544873,52.3374388,Nadzór Wodny we Wrześni,ul. Czerniejewska 7 ,62-300,Września,+48 (61) 436 18 02,nw-wrzesnia@wody.gov.pl
17.6091608,52.5416008,Nadzór Wodny w Gnieźnie,ul. Chudoby 16 ,62-200,Gniezno,+48 614 261 024,nw-gniezno@wody.gov.pl
17.0108927,51.8810432,Nadzór Wodny w Gostyniu,ul. Wiosny Ludów 5 ,63-800,Gostyń,+48 573 901 675,nw-gostyn@wody.gov.pl
16.6242664,52.0806464,Nadzór Wodny w Kościanie,ul. Wielichowska 68A ,64-000,Kościan,+48 573 901 676,nw-koscian@wody.gov.pl
16.8301607,52.6436583,Nadzór Wodny w Obornikach,ul. Łukowska 16 ,64-600,Oborniki,+48 573 901 677,nw-oborniki@wody.gov.pl
16.9525652,52.4269652,Nadzór Wodny w Poznaniu,ul. Czapla 4 ,61-623,Poznań,+48 618 201 481,nw-poznan@wody.gov.pl
16.5825854,52.6064319,Nadzór Wodny w Szamotułach,ul. Dworcowa 28/3 ,64-500,Szamotuły,+48 573 901 678,nw-szamotuly@wody.gov.pl
17.0161824,52.0985543,Nadzór Wodny w Śremie,ul. Ogrodowa 39 ,63-300,Śrem,+48 612 830 831,nw-srem@wody.gov.pl
17.2290996,52.8049003,Nadzór Wodny w Wągrowcu,ul. Janowiecka 98 ,62-100,Wągrowiec,+48 672 627 047,nw-wagrowiec@wody.gov.pl
19.3664426,51.3606685,Nadzór Wodny w Bełchatowie,ul. Wojska Polskiego 13 ,97-400,Bełchatów,573 901 679,
19.0817591,50.8208458,Nadzór Wodny w Częstochowie,ul. Wręczycka 11a ,42-200,Częstochowa,+48 573 901 680,nw-czestochowa@wody.gov.pl
18.9341793,50.9018136,Nadzór Wodny w Kłobucku,ul. Wieluńska 11 ,42-100,Kłobuck,+48 (34) 317 36 33,nw-klobuck@wody.gov.pl
19.1403002,51.5899381,"Nadzór Wodny w Łasku",ul. Stefana Batorego 31 ,98-100,Łask,+48 (43) 655 41 41,nw-lask@wody.gov.pl
19.4589261,51.7790964,Nadzór Wodny w Łodzi,ul. Północna 27/29 ,91-420,Łódź,+48 573 901 694,nw-lodz@wody.gov.pl
18.1009729,51.7728996,Zarząd Zlewni w Kaliszu,ul. Skarszewska 42A  ,62-800,Kalisz,+48 (62) 600 60 00,zz-kalisz@wody.gov.pl
21.9788335,50.0290595,Regionalny Zarząd Gospodarki Wodnej w Rzeszowie,ul. Hanasiewicza 17B ,35-103,Rzeszów,17 853 74 00,rzeszow@wody.gov.pl
21.7762477,49.6791572,"Zarząd Zlewni w Krośnie",ul. Bieszczadzka 5 ,38-400,Krosno,609 170 688,zz-krosno@wody.gov.pl
21.4742087,49.748744,"Zarząd Zlewni w Jaśle",ul. Modrzejewskiego 12 ,38-200,Jasło,(13) 446 33 11,zz-jaslo@wody.gov.pl
22.0438233,50.5913872,"Zarząd Zlewni w Stalowej Woli",ul. Jagiellońska 17 ,37-464,Stalowa Wola,(15) 842 89 82,zz-stalowawola@wody.gov.pl
22.7634783,49.7840246,"Zarząd Zlewni w Przemyślu",ul. Wybrzeże Ojca Św. Jana Pawła II 6 ,37-700,Przemyśl,(16) 670 38 08,zz-przemysl@wody.gov.pl
22.0036795,50.0192384,Nadzór Wodny Rzeszów,ul. Kwiatkowskiego 2 ,35-311,Rzeszów,(17) 854-19-18,nw-rzeszow@wody.gov.pl
22.4917887,50.0531128,"Nadzór Wodny Przeworsk",ul. Słowackiego 30 ,37-200,Przeworsk,(16) 648 16 04,nw-przeworsk@wody.gov.pl
22.2238983,50.080249,"Nadzór Wodny Łańcut",ul. Kolejowa 2A ,37-100,Łańcut,(17) 225 20 40,nw-lancut@wody.gov.pl
21.7665385,49.6993131,"Nadzór Wodny Krosno",ul. Żółkiewskiego 10 ,38-400,Krosno,(13) 432 17 88,nw-krosno@wody.gov.pl
22.0247935,49.7059165,"Nadzór Wodny Brzozów",ul. Witosa 4 ,36-200,Brzozów,(13) 420 27 80,nw-brzozow@wody.gov.pl
21.7894283,49.8699299,"Nadzór Wodny Strzyżów",ul. Parkowa 7 ,38-100,Strzyżów,(17) 221 20 65,nw-strzyzow@wody.gov.pl
21.4741673,49.7487301,"Nadzór Wodny Jasło",ul. Modrzejewskiego 12 ,38-200,Jasło,(13) 446 40 34,nw-jaslo@wody.gov.pl
21.3998531,50.0589668,"Nadzór Wodny Dębica",ul. Piłsudskiego 19 ,39-200,Dębica,(14) 670 68 91,nw-debica@wody.gov.pl
21.4417537,50.2841628,"Nadzór Wodny Mielec",ul. Korczaka 4 ,39-300,Mielec,(17) 586 41 30,nw-mielec@wody.gov.pl
22.4165258,50.7050535,"Nadzór Wodny Janów Lubelski",ul. Jana Pawła II 1 ,23-300,Janów Lubelski,(15) 810 41 99,nw-janowlubelski@wody.gov.pl
22.7242001,50.5306708,"Nadzór Wodny Biłgoraj",ul. Konopnickiej 7 ,23-400,Biłgoraj,(84) 611 24 76,nw-bilgoraj@wody.gov.pl
22.4160134,50.2637893,"Nadzór Wodny Leżajsk",ul. Mickiewicza 79 ,37-300,Leżajsk,(17) 242 02 46,nw-lezajsk@wody.gov.pl
21.693459,50.5705894,"Nadzór Wodny Tarnobrzeg",ul. Sienkiewicza 86 ,39-400,Tarnobrzeg,(15) 822 51 01,nw-tarnobrzeg@wody.gov.pl
21.7699723,50.2444951,"Nadzór Wodny Kolbuszowa",ul. Jana Pawła II 8 ,36-100,Kolbuszowa,(17) 747 90 20,nw-kolbuszowa@wody.gov.pl
22.7636285,49.7840436,"Nadzór Wodny Przemyśl",ul. Wybrzeże Ojca Św. Jana Pawła II 6 ,37-700,Przemyśl,(16) 670 47 80,nw-przemysl@wody.gov.pl
23.125333,50.1620283,"Nadzór Wodny Lubaczów",ul. Słowackiego 13 ,37-600,Lubaczów,(16) 632 13 34,nw-lubaczow@wody.gov.pl
22.6738098,50.0083995,"Nadzór Wodny Jarosław",ul. Traugutta 9 ,37-500,Jarosław,(16) 623 63 28,nw-jaroslaw@wody.gov.pl
22.2365019,49.8038755,"Nadzór Wodny Dynów",ul. Jaklów 1 ,36-065,Dynów,(16) 652 10 06,nw-dynow@wody.gov.pl
22.3255198,49.4736865,"Nadzór Wodny Lesko",ul. Piłsudskiego 44 ,38-600,Lesko,(13) 469 63 27,nw-lesko@wody.gov.pl
22.2040613,49.5611584,"Nadzór Wodny Sanok",ul. Piłsudskiego 10 ,38-500,Sanok,(13) 464 18 76,nw-sanok@wody.gov.pl
14.5391838,53.406409,Regionalny Zarząd Gospodarki Wodnej w Szczecinie,ul. Tama Pomorzańska 13A ,70-030,Szczecin,(91) 4411200,sekretariat@szczecin.rzgw.gov.pl
15.1938302,53.9283565,Zarząd Zlewni w Gryficach,ul. Niekładzka 9 ,72-300,Gryfice,509 025 797,zz-gryfice@wody.gov.pl
16.1907833,54.1904036,Zarząd Zlewni w Koszalinie,ul. Zwycięstwa 111  ,75-601,Koszalin,+48 515 053 460,zz-koszalin@wody.gov.pl
15.0624551,53.3462717,Zarząd Zlewni w Stargardzie,ul. Gdańska 4 ,73-110,Stargard,+48 502 701 539,zz-stargard@wody.gov.pl
14.5753863,53.43887,Zarząd Zlewni w Szczecinie,ul. Mieszka I 33 ,71-011,Szczecin,91 44 05 100,zz-szczecin@wody.gov.pl
15.1943093,53.9097516,Nadzór Wodny w Gryficach,ul. Trzygłowska 33 ,72-300,Gryfice,91 384 26 24,nw-gryfice@wody.gov.pl
14.7692337,53.9726286,Nadzór Wodny w Kamieniu Pomorskim,ul. Strzelecka 1 ,72-400,Kamień Pomorski,91 382 12 04,nw-kamienpomorski@wody.gov.pl
15.6195586,53.634761,Nadzór Wodny w Łobzie,ul. Kościuszki 26 ,37-150,Łobez,,nw-lobez@wody.gov.pl
15.1469671,53.6641049,Nadzór Wodny w Nowogardzie,ul. Boh. Warszawy 35 ,72-200,Nowogard,91 577 71 95,nw-nowogard@wody.gov.pl
15.7755283,53.7814582,Nadzór Wodny w Świdwinie,ul. Kołobrzeska 43 ,78-300,Świdwin,94 365 26 08,nw-swidwin@wody.gov.pl
15.9823097,54.0081299,Nadzór Wodny w Białogardzie,ul. Sikorskiego 25 B ,78-200,Białogard,516 126 703,nw-bialogard@wody.gov.pl
15.5708005,54.1801514,"Nadzór Wodny w Kołobrzegu",ul. Piastowska 9 ,78-100,Kołobrzeg,94 354 90 83,nw-kolobrzeg@wody.gov.pl
16.1906304,54.1903581,Nadzór Wodny w Koszalinie,ul. Zwycięstwa 111  ,75-601,Koszalin,798 894 870,nw-koszalin@wody.gov.pl
16.9744018,53.9992999,Nadzór Wodny w Miastku,ul. Grunwaldzka 1 ,77-200,Miastko,59 822 12 65,nw-miastko@wody.gov.pl
16.683137,54.3497839,Nadzór Wodny w Sławnie,ul. Polanowska 45c ,76-100,Sławno,59 810 20 82,nw-slawno@wody.gov.pl
15.4157618,53.1687769,"Nadzór Wodny w Choszcznie ",ul. Lipcowa 9 ,73-200,Choszczno,+48 515 053 459,nw-choszczno@wody.gov.pl
14.8276797,53.5687795,Nadzór Wodny w Goleniowie,ul. Mikołajczyka 42 ,72-100,Goleniów,91 418 28 12,nw-goleniow@wody.gov.pl
15.0521149,53.3428257,Nadzór Wodny w Stargardzie,ul. Gdańska 4 ,73-100,Stargard,,nw-stargard@wody.gov.pl
14.4892022,53.2569184,"Nadzór Wodny w Gryfinie",ul. Grunwaldzka 1 ,74-100,Gryfino,91 416 30 21,nw-gryfino@wody.gov.pl
14.4386305,52.9606524,Nadzór Wodny w Chojnie,ul. Jagiellońska 19 ,74-500,Chojna,,nw-chojna@wody.gov.pl
14.8751169,52.927674,Nadzór Wodny w Myśliborzu,ul. Spokojna 22 ,74-300,Myslibórz,,nw-mysliborz@wody.gov.pl
14.5933899,53.3690142,"Nadzór Wodny w Szczecinie",ul. Szlamowa 4a ,70-746,Szczecin,91 4608494,nw-szczecin@wody.gov.pl
14.2606942,53.9019744,Nadzór Wodny w Świnoujściu,ul. Dworcowa 4 ,72-600,Świnoujście,,nw-swinoujscie@wody.gov.pl
20.9910973,52.2338467,Krajowy Zarząd Gospodarki Wodnej w Warszawie,ul. Żelazna 59A ,00-848,Warszawa,+48 (22) 37 20 260,kzgw@wody.gov.pl
20.9867056,52.2981917,Regionalny Zarząd Gospodarki Wodnej w Warszawie,ul. Zarzecze 13 B ,03-194,Warszawa,+48 22 58 70 211,warszawa@wody.gov.pl
20.6029853,52.8795759,Zarząd Zlewni w Ciechanowie,ul. Powstańców Warszawskich 11 ,06-400,Ciechanów,+48 23 674 24 50,zz-ciechanow@wody.gov.pl
20.927238,52.4869689,Zarząd Zlewni w Dębem,Dębe  ,05-140,Serock,+48 22 782 30 00,zz-debe@wody.gov.pl
19.9443887,52.103578,Zarząd Zlewni w Łowiczu,ul. Ekonomiczna 6 ,99-400,Łowicz,+48 669 833 633,zz-lowicz@wody.gov.pl
19.6832977,51.4086893,Zarząd Zlewni w Piotrkowie Trybunalskim,ul. Młynarska 2 ,97-300,Piotrków Trybunalski,+48 509 975 777,zz-piotrkowtrybunalski@wody.gov.pl
21.0028692,52.2939397,Zarząd Zlewni w Warszawie,ul. Elektronowa 2 ,03-219,Warszawa,+48 22 112 38 53,zz-warszawa@wody.gov.pl
19.0591569,52.6567606,Zarząd Zlewni we Włocławku,ul. Okrzei 74a ,87-800,Włocławek,+48 54 230 20 34,zz-wloclawek@wody.gov.pl
20.6029548,52.8795752,Nadzór Wodny w Ciechanowie,ul. Powstańców Warszawskich 11 ,06-400,Ciechanów,23 674 24 36,nw-ciechanow@wody.gov.pl
20.3667385,53.1166025,Nadzór Wodny w Mławie,ul. Zuzanny Morawskiej 32A ,06-500,Mława,23 654 32 09,nw-mlawa@wody.gov.pl
20.404646,53.3689041,Nadzór Wodny w Nidzicy,ul. Olsztyńska 28 ,13-100,Nidzica,89 625 28 98,nw-nidzica@wody.gov.pl
20.3854667,52.6195435,Nadzór Wodny w Płońsku,ul. Zajazd 6 ,09-100,Płońsk,23 662 26 02,nw-plonsk@wody.gov.pl
19.9141372,53.063245,Nadzór Wodny w Żurominie,ul. Olszewska 7 ,09-300,Żuromin,23 657 38 58,nw-zuromin@wody.gov.pl
20.9254841,52.4872291,Nadzór Wodny w Dębem,Dębe ,05-140,Serock,22 782 31 26,nw-debe@wody.gov.pl
21.1104004,52.8676031,Nadzór Wodny w Makowie Mazowieckim,ul. Mazowiecka 3 ,06-200,Maków Mazowiecki,29 717 14 00,nw-makowmazowiecki@wody.gov.pl
20.7187644,52.4331739,Nadzór Wodny w Nowym Dworze Mazowieckim,ul. Sukienna 13 ,05-100,Nowy Dwór Mazowiecki,22 775 28 34,nw-nowydwormazowiecki@wody.gov.pl
20.8803838,53.0206331,Nadzór Wodny w Przasnyszu,ul. św. St. Kostki 3 ,06-300,Przasnysz,29 752 27 39,nw-przasnysz@wody.gov.pl
21.0930944,52.7058709,Nadzór Wodny w Pułtusku,ul. Szkolna 3 ,06-100,Pułtusk,23 692 34 35,nw-pultusk@wody.gov.pl
21.2253118,52.3426927,Nadzór Wodny w Wołominie,ul. Wileńska 51a ,05-200,Wołomin,22 763 96 10,nw-wolomin@wody.gov.pl
21.4324455,52.5892237,Nadzór Wodny w Wyszkowie,ul. Serocka 34 ,07-200,Wyszków,29 742 41 18,nw-wyszkow@wody.gov.pl
20.6215383,52.11221,Nadzór Wodny w Grodzisku Mazowieckim,ul. Traugutta 4a ,05-852,Grodzisk Mazowiecki,22 755 50 56,nw-grodziskmazowiecki@wody.gov.pl
19.3568789,52.2334222,Nadzór Wodny w Kutnie,ul. Witosa 1 ,99-300,Kutno,24 357 41 16,nw-kutno@wody.gov.pl
19.2049214,52.0584899,Nadzór Wodny w Łęczycy,ul. Sienkiewicza 31 ,99-100,Łęczyca,,nw-leczyca@wody.gov.pl
19.9446071,52.1035342,Nadzór Wodny w Łowiczu,ul. Ekonomiczna 6 ,99-400,Łowicz,+48 669 833 633,nw-lowicz@wody.gov.pl
19.4593485,51.7788444,Nadzór Wodny w Łodzi Wschód,ul. Solna 14 ,91-423,Łódź,,nw-lodz2@wody.gov.pl
20.2511879,51.7647565,Nadzór Wodny w Rawie Mazowieckiej,ul. Armii Krajowej 2 ,96-200,Rawa Mazowiecka,,nw-rawamazowiecka@wody.gov.pl
20.1448318,51.959886,Nadzór Wodny w Skierniewicach,ul. Jagiellońska 29 ,96-100,Skierniewice,46 833 39 01,nw-skierniewice@wody.gov.pl
20.2395805,52.2196644,Nadzór Wodny w Sochaczewie,ul. Piłsudskiego 69 ,96-500,Sochaczew,46 862 21 16,nw-sochaczew@wody.gov.pl
19.3979157,51.8633182,Nadzór Wodny w Zgierzu,ul. Bazylijska 39L ,95-100,Zgierz,46 832 30 10,nw-zgierz@wody.gov.pl
20.2951754,51.2984568,Nadzór Wodny w Białaczowie,,26-307,Białaczów,(44) 758 11 00,nw-bialaczow@wody.gov.pl
20.9489063,51.6451428,Nadzór Wodny w Białobrzegach,ul. 11 Listopada 29 ,26-800,Białobrzegi,48 613 26 67,nw-bialobrzegi@wody.gov.pl
